Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,135.64999389648438,138.32000732421875,134.77000427246094,137.77999877929688,121.49957275390625,3606300
2019-01-03,136.0399932861328,136.75,132.1699981689453,132.67999267578125,117.00221252441406,5684500
2019-01-04,134.82000732421875,138.5800018310547,134.52000427246094,137.7899932861328,121.50839233398438,5649900
2019-01-07,137.3300018310547,139.22999572753906,136.25999450683594,138.64999389648438,122.26679992675781,4034200
2019-01-08,151.05999755859375,152.88999938964844,149.0399932861328,150.75,132.93704223632812,10558800
2019-01-09,150.2899932861328,151.05999755859375,148.61000061035156,150.36000061035156,132.59307861328125,4284600
2019-01-10,149.89999389648438,155.2899932861328,149.00999450683594,154.66000366210938,136.38499450683594,6444600
2019-01-11,153.63999938964844,155.02999877929688,153.08999633789062,153.2100067138672,135.10638427734375,3845200
2019-01-14,152.22999572753906,154.24000549316406,151.64999389648438,153.88999938964844,135.7060089111328,3507100
2019-01-15,153.7899932861328,154.36000061035156,151.74000549316406,152.47999572753906,134.4625701904297,4685100
2019-01-16,152.91000366210938,153.72999572753906,150.91000366210938,151.97000122070312,134.0128936767578,4053200
2019-01-17,151.11000061035156,154.9199981689453,150.92999267578125,154.63999938964844,136.36740112304688,4075400
2019-01-18,155.5399932861328,158.8000030517578,155.00999450683594,158.33999633789062,139.6301727294922,5003900
2019-01-22,156.92999267578125,157.1999969482422,154.41000366210938,155.02000427246094,136.7024688720703,6052900
2019-01-23,155.4499969482422,156.02000427246094,152.42999267578125,154.3300018310547,136.0940399169922,4858000
2019-01-24,160.0399932861328,160.75999450683594,156.00999450683594,160.33999633789062,141.3938446044922,9222400
2019-01-25,161.4600067138672,162.0,160.22000122070312,160.9499969482422,141.9317626953125,7770700
2019-01-28,160.0,160.7899932861328,159.33999633789062,159.89999389648438,141.0058135986328,3733800
2019-01-29,160.0399932861328,160.92999267578125,158.75,160.1699981689453,141.24391174316406,3436900
2019-01-30,161.08999633789062,161.88999938964844,159.44000244140625,160.82000732421875,141.817138671875,4112200
2019-01-31,160.75,160.99000549316406,157.02000427246094,159.07000732421875,140.27392578125,7438600
2019-02-01,159.07000732421875,160.50999450683594,158.25999450683594,159.6699981689453,140.80300903320312,4073400
2019-02-04,159.6699981689453,161.16000366210938,159.22000122070312,161.1300048828125,142.0905303955078,5339100
2019-02-05,160.75999450683594,161.33999633789062,160.0,161.3000030517578,142.24041748046875,3357100
2019-02-06,161.0,162.02000427246094,160.3000030517578,160.74000549316406,141.74659729003906,2379600
2019-02-07,159.44000244140625,161.60000610351562,158.92999267578125,161.57000732421875,142.47848510742188,3056300
2019-02-08,160.57000732421875,161.75999450683594,160.27999877929688,161.72000122070312,142.61080932617188,2986300
2019-02-11,162.7100067138672,164.6300048828125,162.38999938964844,164.35000610351562,144.93002319335938,4044800
2019-02-12,165.0,168.0500030517578,164.8800048828125,167.0500030517578,147.31100463867188,3781800
2019-02-13,166.86000061035156,169.1699981689453,166.60000610351562,168.8800048828125,148.92474365234375,3886900
2019-02-14,167.6999969482422,170.52000427246094,167.52000427246094,169.6300048828125,149.5861358642578,4157500
2019-02-15,170.8699951171875,171.35000610351562,169.72999572753906,170.24000549316406,150.1240234375,3270900
2019-02-19,169.32000732421875,172.44000244140625,169.0500030517578,171.3300018310547,151.0852508544922,3889700
2019-02-20,171.47000122070312,171.92999267578125,170.75999450683594,170.99000549316406,150.78541564941406,3063600
2019-02-21,171.25,171.8300018310547,169.52999877929688,170.1699981689453,150.06231689453125,3056700
2019-02-22,169.89999389648438,170.35000610351562,168.10000610351562,170.05999755859375,149.96530151367188,4345600
2019-02-25,170.74000549316406,170.74000549316406,168.55999755859375,169.5500030517578,149.51556396484375,4804200
2019-02-26,169.5399932861328,171.22999572753906,168.72000122070312,170.14999389648438,150.044677734375,3635200
