Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,85.6500015258789,85.83999633789062,83.5199966430664,84.0,67.46336364746094,1322400
2019-01-03,83.83999633789062,84.81999969482422,83.4000015258789,84.16999816894531,67.59991455078125,1143700
2019-01-04,83.61000061035156,84.93000030517578,83.61000061035156,84.80000305175781,68.10591125488281,1056300
2019-01-07,84.4800033569336,84.77999877929688,83.80000305175781,84.4000015258789,67.78465270996094,2049300
2019-01-08,84.2300033569336,85.94999694824219,83.9800033569336,85.9000015258789,68.98933410644531,1637700
2019-01-09,85.37999725341797,85.94000244140625,84.70999908447266,85.44999694824219,68.62791442871094,1293300
2019-01-10,85.68000030517578,86.94000244140625,85.16999816894531,86.62999725341797,69.57563018798828,1488400
2019-01-11,86.6500015258789,86.94000244140625,85.38999938964844,85.81999969482422,68.92508697509766,1921500
2019-01-14,85.25,85.25,83.23999786376953,84.70999908447266,68.03358459472656,2353000
2019-01-15,84.63999938964844,87.30999755859375,84.47000122070312,86.63999938964844,69.5836410522461,1847500
2019-01-16,86.06999969482422,86.55999755859375,85.30000305175781,86.4000015258789,69.39089965820312,1762500
2019-01-17,86.41000366210938,86.54000091552734,85.54000091552734,86.02999877929688,69.09373474121094,1688700
2019-01-18,85.94999694824219,86.33999633789062,85.41000366210938,86.29000091552734,69.30256652832031,1336700
2019-01-22,86.51000213623047,87.08999633789062,85.69000244140625,86.66000366210938,69.59972381591797,776600
2019-01-23,86.58000183105469,87.87999725341797,86.58000183105469,87.87000274658203,70.57151794433594,1008700
2019-01-24,87.98999786376953,88.76000213623047,87.20999908447266,88.62999725341797,71.18189239501953,1030800
2019-01-25,88.30000305175781,88.83000183105469,86.98999786376953,87.0999984741211,69.95310974121094,1032100
2019-01-28,87.05000305175781,87.44000244140625,85.97000122070312,86.51000213623047,69.47924041748047,912100
2019-01-29,86.8499984741211,87.30000305175781,86.19999694824219,86.5999984741211,69.5515365600586,911500
2019-01-30,86.20999908447266,87.55999755859375,86.20999908447266,87.11000061035156,69.96114349365234,929900
2019-01-31,87.30999755859375,89.48999786376953,86.77999877929688,89.19000244140625,71.63164520263672,2000900
2019-02-01,89.02999877929688,89.2699966430664,87.97000122070312,88.83000183105469,71.342529296875,903300
2019-02-04,88.27999877929688,89.20999908447266,87.58999633789062,89.19000244140625,71.63164520263672,1123100
2019-02-05,89.06999969482422,89.44000244140625,88.43000030517578,89.19000244140625,71.63164520263672,1258100
2019-02-06,88.94999694824219,89.63999938964844,88.6500015258789,89.55000305175781,71.92079162597656,1021900
2019-02-07,89.43000030517578,90.37999725341797,88.97000122070312,90.2699966430664,72.49903106689453,962500
2019-02-08,89.97000122070312,90.81999969482422,89.77999877929688,90.81999969482422,72.9407730102539,1089400
2019-02-11,90.62000274658203,91.01000213623047,90.23999786376953,90.5999984741211,72.76407623291016,748900
2019-02-12,90.7699966430664,91.16999816894531,89.95999908447266,90.86000061035156,72.9728775024414,1542600
2019-02-13,89.69999694824219,90.06999969482422,88.94999694824219,89.36000061035156,72.4942398071289,889100
2019-02-14,89.63999938964844,90.02999877929688,88.98999786376953,89.69000244140625,72.761962890625,1711400
2019-02-15,90.1500015258789,90.30000305175781,89.29000091552734,89.86000061035156,72.89986419677734,1391400
2019-02-19,89.9800033569336,90.12999725341797,89.30999755859375,90.05000305175781,73.05402374267578,1184800
2019-02-20,89.0999984741211,92.1500015258789,88.83999633789062,91.23999786376953,74.01942443847656,2511800
2019-02-21,90.45999908447266,91.48999786376953,89.9800033569336,91.19000244140625,73.97885131835938,3077000
2019-02-22,91.26000213623047,92.81999969482422,91.05999755859375,92.7699966430664,75.26065826416016,1862400
2019-02-25,92.66999816894531,92.69000244140625,91.81999969482422,92.44999694824219,75.00104522705078,1647200
2019-02-26,92.83999633789062,93.1500015258789,92.13999938964844,92.69999694824219,75.203857421875,1720500
2019-02-27,92.37999725341797,93.0999984741211,92.20999908447266,92.45999908447266,75.00914764404297,1569100
2019-02-28,92.54000091552734,93.61000061035156,91.94999694824219,93.33000183105469,75.71495056152344,1690900
2019-03-01,93.33000183105469,93.51000213623047,92.73999786376953,93.25,75.6500473022461,1522100
2019-03-04,93.56999969482422,93.8499984741211,92.0,92.63999938964844,75.15516662597656,1318600
2019-03-05,92.52999877929688,92.63999938964844,91.88999938964844,92.16999816894531,74.7739028930664,1558200
2019-03-06,92.43000030517578,92.62999725341797,91.9000015258789,92.08999633789062,74.70897674560547,1054500
2019-03-07,92.4000015258789,93.04000091552734,92.0199966430664,92.12999725341797,74.74143981933594,2142600
2019-03-08,92.37999725341797,92.54000091552734,91.5999984741211,92.48999786376953,75.0334701538086,1600000
2019-03-11,93.01000213623047,93.95999908447266,92.44999694824219,93.95999908447266,76.22602844238281,2516400
2019-03-12,94.19999694824219,94.9800033569336,93.95999908447266,94.88999938964844,76.98051452636719,1986400
2019-03-13,94.98999786376953,95.56999969482422,94.6500015258789,95.01000213623047,77.07786560058594,1749200
2019-03-14,95.0,95.62999725341797,94.56999969482422,94.94000244140625,77.02108764648438,2462800
2019-03-15,94.61000061035156,95.29000091552734,94.25,94.66000366210938,76.7939224243164,4557400
2019-03-18,94.6500015258789,94.98999786376953,94.13999938964844,94.48999786376953,76.65601348876953,1236100
2019-03-19,94.27999877929688,94.4000015258789,92.81999969482422,93.18000030517578,75.59324645996094,1228300
2019-03-20,93.45999908447266,94.33999633789062,93.13999938964844,93.56999969482422,75.90966033935547,1400600
2019-03-21,93.56999969482422,95.05999755859375,93.41000366210938,94.94999694824219,77.02919006347656,1464600
2019-03-22,95.0,96.7699966430664,94.87999725341797,96.12000274658203,77.97836303710938,1778700
2019-03-25,96.2300033569336,96.3499984741211,95.62000274658203,95.81999969482422,77.73499298095703,1219900
2019-03-26,96.01000213623047,96.87000274658203,95.97000122070312,96.51000213623047,78.29476928710938,1132300
2019-03-27,96.69999694824219,96.69999694824219,95.5999984741211,95.95999908447266,77.84855651855469,1246800
2019-03-28,96.13999938964844,96.5,94.7300033569336,95.05999755859375,77.1184310913086,1663500
2019-03-29,95.08999633789062,95.72000122070312,94.69000244140625,95.62999725341797,77.5808334350586,1091300
2019-04-01,95.58999633789062,95.58999633789062,94.05999755859375,94.36000061035156,76.550537109375,1474400
2019-04-02,94.70999908447266,94.70999908447266,93.62000274658203,94.12999725341797,76.36396026611328,1434700
2019-04-03,94.08999633789062,94.5199966430664,93.5,94.05000305175781,76.29905700683594,1283400
2019-04-04,94.23999786376953,94.4000015258789,93.19999694824219,93.61000061035156,75.94209289550781,980600
2019-04-05,93.6500015258789,94.63999938964844,93.19999694824219,94.47000122070312,76.6397933959961,1571500
2019-04-08,94.66000366210938,94.83000183105469,94.0199966430664,94.33999633789062,76.53433990478516,1171700
2019-04-09,94.48999786376953,94.73999786376953,94.2699966430664,94.70999908447266,76.83448028564453,1026300
2019-04-10,94.97000122070312,95.8499984741211,94.27999877929688,94.58999633789062,76.73714447021484,1107100
2019-04-11,94.75,95.23999786376953,94.37999725341797,95.0199966430664,77.08599090576172,1402100
2019-04-12,94.61000061035156,95.5199966430664,94.05000305175781,95.23999786376953,77.26445007324219,1304700
